,Unnamed: 0,Id,Date Created,Number of Likes,Source of Tweet,Tweet,Followers,Following,Retweet Count,bot_or_nah
11052,88,FuckPutinBot,2023-02-11 02:23:02+00:00,0,The Fuck Putin Bot,"Idź się pieprzyć, Putin!
(Polish)

#RussiaInvadedUkraine #UkraineRussiaWar #FuckPutin #StopRussianAggression",287,14,0,1
11058,94,FuckPutinBot,2023-02-11 02:19:03+00:00,0,The Fuck Putin Bot,"去他媽的，普京！
(Chinese Traditional)

#StandWithUkraine #UkraineRussiaWar #RussiaWarCrimes #PutinWarCrimes",287,14,0,1
11059,95,VladimrB3,2023-02-11 02:18:59+00:00,0,Twitter Web App,"RT @PStyle0ne1: Ukrainians are preparing for their next battle in front of a large map

#UkraineRussiaWar #Ukraine https://t.co/yzg7OTczRT",43,35,4,1
11060,96,FuckPutinBot,2023-02-11 02:18:02+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#UkraineUnderAttack #Ukraine #UkraineRussiaWar #PutinsWar",287,14,0,1
11061,97,FuckPutinBot,2023-02-11 02:17:02+00:00,0,The Fuck Putin Bot,"Pojeb sa, Putin, Putin!
(Slovak)

#UkraineRussiaWar #UkraineUnderAttack #RussianWarCrimes #StopRussianAggression",287,14,0,1
11063,99,VladimrB3,2023-02-11 02:16:47+00:00,0,Twitter Web App,"RT @PStyle0ne1: ‼️👇grenades are dropped on the Russian trench, but a Ruasian soldier decides to finish off his own comrades (0:44)⁉️

#Russ…",43,35,6,1
11066,2,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
11068,4,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
11083,19,FuckPutinBot,2023-02-11 02:53:02+00:00,0,The Fuck Putin Bot,"Gå fuck dig selv, Putin!
(Danish)

#PutinsWar #PutinWarCrimes #RussiaInvadedUkraine #UkraineRussiaWar",287,14,0,1
11093,29,FuckPutinBot,2023-02-11 02:50:03+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussiaWarCrimes #UkraineRussiaWar #UkraineUnderAttack #StopRussianAggression",287,14,0,1
11104,40,r__a__u__l,2023-02-11 02:48:51+00:00,0,Twitter for iPhone,"RT @UAarmy_animals: Senior operator of aerial reconnaissance.

#Ukraine #UkraineRussiaWar #UkraineWar #Leopard #CatsOfTwitter #CatsOnTwitte…",32,185,79,1
11110,46,FuckPutinBot,2023-02-11 02:46:02+00:00,0,The Fuck Putin Bot,"Gå i deg selv, Putin!
(Norwegian)

#PutinsWar #UkraineRussiaWar #UkraineUnderAttack #IStandWithUkraine",287,14,0,1
11111,47,FuckPutinBot,2023-02-11 02:45:02+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussianWarCrimes #StandWithUkraine #PutinWarCrimes #UkraineRussiaWar",287,14,0,1
11112,48,BrandonLeopold3,2023-02-11 02:45:00+00:00,0,Twitter Web App,"#UkraineRussiaWar  Russia again fires missiles over Moldova in latest strikes.
https://t.co/yY3EM17qZy",32,19,0,1
11114,50,FuckPutinBot,2023-02-11 02:43:02+00:00,0,The Fuck Putin Bot,"Ідіть ебать себе, Путін!
(Ukrainian)

#StandWithUkraine #StopPutin #UkraineRussiaWar #UkraineUnderAttack",287,14,0,1
11128,64,SandroTorotadze,2023-02-11 02:35:32+00:00,0,Twitter for iPhone,"RT @intermarium24: 🇯🇵 Team of Japanese volunteers in Ukraine.

#Ukraine️ #UkraineWar #Ukrainian #UkraineWillWin #UkraineRussiaWar #RussiaIs…",5,194,304,1
11132,68,kakabocharovka,2023-02-11 02:33:39+00:00,0,Twitter for iPhone,#RussiaInvadedUkraine #RussiaIsCollapsing #RussiaIsATerroristState #RussiaIsLosing #RussiaIsANaziState… https://t.co/ng72wf85YN,15,25,0,1
11133,69,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
11135,71,YarikWp,2023-02-11 02:31:33+00:00,0,Twitter for iPhone,Если Россия и дальше будет быть ракетами в одно и тоже место на земном шаре . То будет не один и не два землетрясен… https://t.co/d9Vi7slmlY,1,5,0,1
11136,72,FuckPutinBot,2023-02-11 02:31:02+00:00,0,The Fuck Putin Bot,"நீங்களே, புட்டின்!
(Tamil)

#StopPutin #StopRussianAggression #UkraineRussiaWar #FuckPutin",287,14,0,1
11138,74,FuckPutinBot,2023-02-11 02:29:02+00:00,0,The Fuck Putin Bot,"Vaia foder, Putin!
(Galician)

#Ukraine #StopRussianAggression #UkraineRussiaWar #RussiaWarCrimes",287,14,0,1
11142,78,FuckPutinBot,2023-02-11 02:26:02+00:00,0,The Fuck Putin Bot,"Đi đụ mình, Putin!
(Vietnamese)

#UkraineRussiaWar #PutinWarCrimes #PutinsWar #StopRussianAggression",287,14,0,1
11152,88,FuckPutinBot,2023-02-11 02:23:02+00:00,0,The Fuck Putin Bot,"Idź się pieprzyć, Putin!
(Polish)

#RussiaInvadedUkraine #UkraineRussiaWar #FuckPutin #StopRussianAggression",287,14,0,1
11158,94,FuckPutinBot,2023-02-11 02:19:03+00:00,0,The Fuck Putin Bot,"去他媽的，普京！
(Chinese Traditional)

#StandWithUkraine #UkraineRussiaWar #RussiaWarCrimes #PutinWarCrimes",287,14,0,1
11159,95,VladimrB3,2023-02-11 02:18:59+00:00,0,Twitter Web App,"RT @PStyle0ne1: Ukrainians are preparing for their next battle in front of a large map

#UkraineRussiaWar #Ukraine https://t.co/yzg7OTczRT",43,35,4,1
11160,96,FuckPutinBot,2023-02-11 02:18:02+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#UkraineUnderAttack #Ukraine #UkraineRussiaWar #PutinsWar",287,14,0,1
11161,97,FuckPutinBot,2023-02-11 02:17:02+00:00,0,The Fuck Putin Bot,"Pojeb sa, Putin, Putin!
(Slovak)

#UkraineRussiaWar #UkraineUnderAttack #RussianWarCrimes #StopRussianAggression",287,14,0,1
11163,99,VladimrB3,2023-02-11 02:16:47+00:00,0,Twitter Web App,"RT @PStyle0ne1: ‼️👇grenades are dropped on the Russian trench, but a Ruasian soldier decides to finish off his own comrades (0:44)⁉️

#Russ…",43,35,6,1
11166,2,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
11168,4,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
11183,19,FuckPutinBot,2023-02-11 02:53:02+00:00,0,The Fuck Putin Bot,"Gå fuck dig selv, Putin!
(Danish)

#PutinsWar #PutinWarCrimes #RussiaInvadedUkraine #UkraineRussiaWar",287,14,0,1
11193,29,FuckPutinBot,2023-02-11 02:50:03+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussiaWarCrimes #UkraineRussiaWar #UkraineUnderAttack #StopRussianAggression",287,14,0,1
11204,40,r__a__u__l,2023-02-11 02:48:51+00:00,0,Twitter for iPhone,"RT @UAarmy_animals: Senior operator of aerial reconnaissance.

#Ukraine #UkraineRussiaWar #UkraineWar #Leopard #CatsOfTwitter #CatsOnTwitte…",32,185,79,1
11210,46,FuckPutinBot,2023-02-11 02:46:02+00:00,0,The Fuck Putin Bot,"Gå i deg selv, Putin!
(Norwegian)

#PutinsWar #UkraineRussiaWar #UkraineUnderAttack #IStandWithUkraine",287,14,0,1
11211,47,FuckPutinBot,2023-02-11 02:45:02+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussianWarCrimes #StandWithUkraine #PutinWarCrimes #UkraineRussiaWar",287,14,0,1
11212,48,BrandonLeopold3,2023-02-11 02:45:00+00:00,0,Twitter Web App,"#UkraineRussiaWar  Russia again fires missiles over Moldova in latest strikes.
https://t.co/yY3EM17qZy",32,19,0,1
11214,50,FuckPutinBot,2023-02-11 02:43:02+00:00,0,The Fuck Putin Bot,"Ідіть ебать себе, Путін!
(Ukrainian)

#StandWithUkraine #StopPutin #UkraineRussiaWar #UkraineUnderAttack",287,14,0,1
11228,64,SandroTorotadze,2023-02-11 02:35:32+00:00,0,Twitter for iPhone,"RT @intermarium24: 🇯🇵 Team of Japanese volunteers in Ukraine.

#Ukraine️ #UkraineWar #Ukrainian #UkraineWillWin #UkraineRussiaWar #RussiaIs…",5,194,304,1
11232,68,kakabocharovka,2023-02-11 02:33:39+00:00,0,Twitter for iPhone,#RussiaInvadedUkraine #RussiaIsCollapsing #RussiaIsATerroristState #RussiaIsLosing #RussiaIsANaziState… https://t.co/ng72wf85YN,15,25,0,1
11233,69,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
11235,71,YarikWp,2023-02-11 02:31:33+00:00,0,Twitter for iPhone,Если Россия и дальше будет быть ракетами в одно и тоже место на земном шаре . То будет не один и не два землетрясен… https://t.co/d9Vi7slmlY,1,5,0,1
11236,72,FuckPutinBot,2023-02-11 02:31:02+00:00,0,The Fuck Putin Bot,"நீங்களே, புட்டின்!
(Tamil)

#StopPutin #StopRussianAggression #UkraineRussiaWar #FuckPutin",287,14,0,1
11238,74,FuckPutinBot,2023-02-11 02:29:02+00:00,0,The Fuck Putin Bot,"Vaia foder, Putin!
(Galician)

#Ukraine #StopRussianAggression #UkraineRussiaWar #RussiaWarCrimes",287,14,0,1
11242,78,FuckPutinBot,2023-02-11 02:26:02+00:00,0,The Fuck Putin Bot,"Đi đụ mình, Putin!
(Vietnamese)

#UkraineRussiaWar #PutinWarCrimes #PutinsWar #StopRussianAggression",287,14,0,1
11252,88,FuckPutinBot,2023-02-11 02:23:02+00:00,0,The Fuck Putin Bot,"Idź się pieprzyć, Putin!
(Polish)

#RussiaInvadedUkraine #UkraineRussiaWar #FuckPutin #StopRussianAggression",287,14,0,1
11258,94,FuckPutinBot,2023-02-11 02:19:03+00:00,0,The Fuck Putin Bot,"去他媽的，普京！
(Chinese Traditional)

#StandWithUkraine #UkraineRussiaWar #RussiaWarCrimes #PutinWarCrimes",287,14,0,1
11259,95,VladimrB3,2023-02-11 02:18:59+00:00,0,Twitter Web App,"RT @PStyle0ne1: Ukrainians are preparing for their next battle in front of a large map

#UkraineRussiaWar #Ukraine https://t.co/yzg7OTczRT",43,35,4,1
11260,96,FuckPutinBot,2023-02-11 02:18:02+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#UkraineUnderAttack #Ukraine #UkraineRussiaWar #PutinsWar",287,14,0,1
11261,97,FuckPutinBot,2023-02-11 02:17:02+00:00,0,The Fuck Putin Bot,"Pojeb sa, Putin, Putin!
(Slovak)

#UkraineRussiaWar #UkraineUnderAttack #RussianWarCrimes #StopRussianAggression",287,14,0,1
11263,99,VladimrB3,2023-02-11 02:16:47+00:00,0,Twitter Web App,"RT @PStyle0ne1: ‼️👇grenades are dropped on the Russian trench, but a Ruasian soldier decides to finish off his own comrades (0:44)⁉️

#Russ…",43,35,6,1
11266,2,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
11268,4,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
11283,19,FuckPutinBot,2023-02-11 02:53:02+00:00,0,The Fuck Putin Bot,"Gå fuck dig selv, Putin!
(Danish)

#PutinsWar #PutinWarCrimes #RussiaInvadedUkraine #UkraineRussiaWar",287,14,0,1
11293,29,FuckPutinBot,2023-02-11 02:50:03+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussiaWarCrimes #UkraineRussiaWar #UkraineUnderAttack #StopRussianAggression",287,14,0,1
11304,40,r__a__u__l,2023-02-11 02:48:51+00:00,0,Twitter for iPhone,"RT @UAarmy_animals: Senior operator of aerial reconnaissance.

#Ukraine #UkraineRussiaWar #UkraineWar #Leopard #CatsOfTwitter #CatsOnTwitte…",32,185,79,1
11310,46,FuckPutinBot,2023-02-11 02:46:02+00:00,0,The Fuck Putin Bot,"Gå i deg selv, Putin!
(Norwegian)

#PutinsWar #UkraineRussiaWar #UkraineUnderAttack #IStandWithUkraine",287,14,0,1
11311,47,FuckPutinBot,2023-02-11 02:45:02+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussianWarCrimes #StandWithUkraine #PutinWarCrimes #UkraineRussiaWar",287,14,0,1
11312,48,BrandonLeopold3,2023-02-11 02:45:00+00:00,0,Twitter Web App,"#UkraineRussiaWar  Russia again fires missiles over Moldova in latest strikes.
https://t.co/yY3EM17qZy",32,19,0,1
11314,50,FuckPutinBot,2023-02-11 02:43:02+00:00,0,The Fuck Putin Bot,"Ідіть ебать себе, Путін!
(Ukrainian)

#StandWithUkraine #StopPutin #UkraineRussiaWar #UkraineUnderAttack",287,14,0,1
11328,64,SandroTorotadze,2023-02-11 02:35:32+00:00,0,Twitter for iPhone,"RT @intermarium24: 🇯🇵 Team of Japanese volunteers in Ukraine.

#Ukraine️ #UkraineWar #Ukrainian #UkraineWillWin #UkraineRussiaWar #RussiaIs…",5,194,304,1
11332,68,kakabocharovka,2023-02-11 02:33:39+00:00,0,Twitter for iPhone,#RussiaInvadedUkraine #RussiaIsCollapsing #RussiaIsATerroristState #RussiaIsLosing #RussiaIsANaziState… https://t.co/ng72wf85YN,15,25,0,1
11333,69,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
11335,71,YarikWp,2023-02-11 02:31:33+00:00,0,Twitter for iPhone,Если Россия и дальше будет быть ракетами в одно и тоже место на земном шаре . То будет не один и не два землетрясен… https://t.co/d9Vi7slmlY,1,5,0,1
11336,72,FuckPutinBot,2023-02-11 02:31:02+00:00,0,The Fuck Putin Bot,"நீங்களே, புட்டின்!
(Tamil)

#StopPutin #StopRussianAggression #UkraineRussiaWar #FuckPutin",287,14,0,1
11338,74,FuckPutinBot,2023-02-11 02:29:02+00:00,0,The Fuck Putin Bot,"Vaia foder, Putin!
(Galician)

#Ukraine #StopRussianAggression #UkraineRussiaWar #RussiaWarCrimes",287,14,0,1
11342,78,FuckPutinBot,2023-02-11 02:26:02+00:00,0,The Fuck Putin Bot,"Đi đụ mình, Putin!
(Vietnamese)

#UkraineRussiaWar #PutinWarCrimes #PutinsWar #StopRussianAggression",287,14,0,1
11352,88,FuckPutinBot,2023-02-11 02:23:02+00:00,0,The Fuck Putin Bot,"Idź się pieprzyć, Putin!
(Polish)

#RussiaInvadedUkraine #UkraineRussiaWar #FuckPutin #StopRussianAggression",287,14,0,1
11358,94,FuckPutinBot,2023-02-11 02:19:03+00:00,0,The Fuck Putin Bot,"去他媽的，普京！
(Chinese Traditional)

#StandWithUkraine #UkraineRussiaWar #RussiaWarCrimes #PutinWarCrimes",287,14,0,1
11359,95,VladimrB3,2023-02-11 02:18:59+00:00,0,Twitter Web App,"RT @PStyle0ne1: Ukrainians are preparing for their next battle in front of a large map

#UkraineRussiaWar #Ukraine https://t.co/yzg7OTczRT",43,35,4,1
11360,96,FuckPutinBot,2023-02-11 02:18:02+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#UkraineUnderAttack #Ukraine #UkraineRussiaWar #PutinsWar",287,14,0,1
11361,97,FuckPutinBot,2023-02-11 02:17:02+00:00,0,The Fuck Putin Bot,"Pojeb sa, Putin, Putin!
(Slovak)

#UkraineRussiaWar #UkraineUnderAttack #RussianWarCrimes #StopRussianAggression",287,14,0,1
11363,99,VladimrB3,2023-02-11 02:16:47+00:00,0,Twitter Web App,"RT @PStyle0ne1: ‼️👇grenades are dropped on the Russian trench, but a Ruasian soldier decides to finish off his own comrades (0:44)⁉️

#Russ…",43,35,6,1
11366,2,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
11368,4,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
11383,19,FuckPutinBot,2023-02-11 02:53:02+00:00,0,The Fuck Putin Bot,"Gå fuck dig selv, Putin!
(Danish)

#PutinsWar #PutinWarCrimes #RussiaInvadedUkraine #UkraineRussiaWar",287,14,0,1
11393,29,FuckPutinBot,2023-02-11 02:50:03+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussiaWarCrimes #UkraineRussiaWar #UkraineUnderAttack #StopRussianAggression",287,14,0,1
11404,40,r__a__u__l,2023-02-11 02:48:51+00:00,0,Twitter for iPhone,"RT @UAarmy_animals: Senior operator of aerial reconnaissance.

#Ukraine #UkraineRussiaWar #UkraineWar #Leopard #CatsOfTwitter #CatsOnTwitte…",32,185,79,1
11410,46,FuckPutinBot,2023-02-11 02:46:02+00:00,0,The Fuck Putin Bot,"Gå i deg selv, Putin!
(Norwegian)

#PutinsWar #UkraineRussiaWar #UkraineUnderAttack #IStandWithUkraine",287,14,0,1
11411,47,FuckPutinBot,2023-02-11 02:45:02+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussianWarCrimes #StandWithUkraine #PutinWarCrimes #UkraineRussiaWar",287,14,0,1
11412,48,BrandonLeopold3,2023-02-11 02:45:00+00:00,0,Twitter Web App,"#UkraineRussiaWar  Russia again fires missiles over Moldova in latest strikes.
https://t.co/yY3EM17qZy",32,19,0,1
11414,50,FuckPutinBot,2023-02-11 02:43:02+00:00,0,The Fuck Putin Bot,"Ідіть ебать себе, Путін!
(Ukrainian)

#StandWithUkraine #StopPutin #UkraineRussiaWar #UkraineUnderAttack",287,14,0,1
11428,64,SandroTorotadze,2023-02-11 02:35:32+00:00,0,Twitter for iPhone,"RT @intermarium24: 🇯🇵 Team of Japanese volunteers in Ukraine.

#Ukraine️ #UkraineWar #Ukrainian #UkraineWillWin #UkraineRussiaWar #RussiaIs…",5,194,304,1
11432,68,kakabocharovka,2023-02-11 02:33:39+00:00,0,Twitter for iPhone,#RussiaInvadedUkraine #RussiaIsCollapsing #RussiaIsATerroristState #RussiaIsLosing #RussiaIsANaziState… https://t.co/ng72wf85YN,15,25,0,1
11433,69,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
11435,71,YarikWp,2023-02-11 02:31:33+00:00,0,Twitter for iPhone,Если Россия и дальше будет быть ракетами в одно и тоже место на земном шаре . То будет не один и не два землетрясен… https://t.co/d9Vi7slmlY,1,5,0,1
11436,72,FuckPutinBot,2023-02-11 02:31:02+00:00,0,The Fuck Putin Bot,"நீங்களே, புட்டின்!
(Tamil)

#StopPutin #StopRussianAggression #UkraineRussiaWar #FuckPutin",287,14,0,1
11438,74,FuckPutinBot,2023-02-11 02:29:02+00:00,0,The Fuck Putin Bot,"Vaia foder, Putin!
(Galician)

#Ukraine #StopRussianAggression #UkraineRussiaWar #RussiaWarCrimes",287,14,0,1
11442,78,FuckPutinBot,2023-02-11 02:26:02+00:00,0,The Fuck Putin Bot,"Đi đụ mình, Putin!
(Vietnamese)

#UkraineRussiaWar #PutinWarCrimes #PutinsWar #StopRussianAggression",287,14,0,1
11452,88,FuckPutinBot,2023-02-11 02:23:02+00:00,0,The Fuck Putin Bot,"Idź się pieprzyć, Putin!
(Polish)

#RussiaInvadedUkraine #UkraineRussiaWar #FuckPutin #StopRussianAggression",287,14,0,1
11458,94,FuckPutinBot,2023-02-11 02:19:03+00:00,0,The Fuck Putin Bot,"去他媽的，普京！
(Chinese Traditional)

#StandWithUkraine #UkraineRussiaWar #RussiaWarCrimes #PutinWarCrimes",287,14,0,1
11459,95,VladimrB3,2023-02-11 02:18:59+00:00,0,Twitter Web App,"RT @PStyle0ne1: Ukrainians are preparing for their next battle in front of a large map

#UkraineRussiaWar #Ukraine https://t.co/yzg7OTczRT",43,35,4,1
11460,96,FuckPutinBot,2023-02-11 02:18:02+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#UkraineUnderAttack #Ukraine #UkraineRussiaWar #PutinsWar",287,14,0,1
11461,97,FuckPutinBot,2023-02-11 02:17:02+00:00,0,The Fuck Putin Bot,"Pojeb sa, Putin, Putin!
(Slovak)

#UkraineRussiaWar #UkraineUnderAttack #RussianWarCrimes #StopRussianAggression",287,14,0,1
11463,99,VladimrB3,2023-02-11 02:16:47+00:00,0,Twitter Web App,"RT @PStyle0ne1: ‼️👇grenades are dropped on the Russian trench, but a Ruasian soldier decides to finish off his own comrades (0:44)⁉️

#Russ…",43,35,6,1
11466,2,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
11468,4,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
11483,19,FuckPutinBot,2023-02-11 02:53:02+00:00,0,The Fuck Putin Bot,"Gå fuck dig selv, Putin!
(Danish)

#PutinsWar #PutinWarCrimes #RussiaInvadedUkraine #UkraineRussiaWar",287,14,0,1
11493,29,FuckPutinBot,2023-02-11 02:50:03+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussiaWarCrimes #UkraineRussiaWar #UkraineUnderAttack #StopRussianAggression",287,14,0,1
11504,40,r__a__u__l,2023-02-11 02:48:51+00:00,0,Twitter for iPhone,"RT @UAarmy_animals: Senior operator of aerial reconnaissance.

#Ukraine #UkraineRussiaWar #UkraineWar #Leopard #CatsOfTwitter #CatsOnTwitte…",32,185,79,1
11510,46,FuckPutinBot,2023-02-11 02:46:02+00:00,0,The Fuck Putin Bot,"Gå i deg selv, Putin!
(Norwegian)

#PutinsWar #UkraineRussiaWar #UkraineUnderAttack #IStandWithUkraine",287,14,0,1
11511,47,FuckPutinBot,2023-02-11 02:45:02+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussianWarCrimes #StandWithUkraine #PutinWarCrimes #UkraineRussiaWar",287,14,0,1
11512,48,BrandonLeopold3,2023-02-11 02:45:00+00:00,0,Twitter Web App,"#UkraineRussiaWar  Russia again fires missiles over Moldova in latest strikes.
https://t.co/yY3EM17qZy",32,19,0,1
11514,50,FuckPutinBot,2023-02-11 02:43:02+00:00,0,The Fuck Putin Bot,"Ідіть ебать себе, Путін!
(Ukrainian)

#StandWithUkraine #StopPutin #UkraineRussiaWar #UkraineUnderAttack",287,14,0,1
11528,64,SandroTorotadze,2023-02-11 02:35:32+00:00,0,Twitter for iPhone,"RT @intermarium24: 🇯🇵 Team of Japanese volunteers in Ukraine.

#Ukraine️ #UkraineWar #Ukrainian #UkraineWillWin #UkraineRussiaWar #RussiaIs…",5,194,304,1
11532,68,kakabocharovka,2023-02-11 02:33:39+00:00,0,Twitter for iPhone,#RussiaInvadedUkraine #RussiaIsCollapsing #RussiaIsATerroristState #RussiaIsLosing #RussiaIsANaziState… https://t.co/ng72wf85YN,15,25,0,1
11533,69,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
11535,71,YarikWp,2023-02-11 02:31:33+00:00,0,Twitter for iPhone,Если Россия и дальше будет быть ракетами в одно и тоже место на земном шаре . То будет не один и не два землетрясен… https://t.co/d9Vi7slmlY,1,5,0,1
11536,72,FuckPutinBot,2023-02-11 02:31:02+00:00,0,The Fuck Putin Bot,"நீங்களே, புட்டின்!
(Tamil)

#StopPutin #StopRussianAggression #UkraineRussiaWar #FuckPutin",287,14,0,1
11538,74,FuckPutinBot,2023-02-11 02:29:02+00:00,0,The Fuck Putin Bot,"Vaia foder, Putin!
(Galician)

#Ukraine #StopRussianAggression #UkraineRussiaWar #RussiaWarCrimes",287,14,0,1
11542,78,FuckPutinBot,2023-02-11 02:26:02+00:00,0,The Fuck Putin Bot,"Đi đụ mình, Putin!
(Vietnamese)

#UkraineRussiaWar #PutinWarCrimes #PutinsWar #StopRussianAggression",287,14,0,1
11552,88,FuckPutinBot,2023-02-11 02:23:02+00:00,0,The Fuck Putin Bot,"Idź się pieprzyć, Putin!
(Polish)

#RussiaInvadedUkraine #UkraineRussiaWar #FuckPutin #StopRussianAggression",287,14,0,1
11558,94,FuckPutinBot,2023-02-11 02:19:03+00:00,0,The Fuck Putin Bot,"去他媽的，普京！
(Chinese Traditional)

#StandWithUkraine #UkraineRussiaWar #RussiaWarCrimes #PutinWarCrimes",287,14,0,1
11559,95,VladimrB3,2023-02-11 02:18:59+00:00,0,Twitter Web App,"RT @PStyle0ne1: Ukrainians are preparing for their next battle in front of a large map

#UkraineRussiaWar #Ukraine https://t.co/yzg7OTczRT",43,35,4,1
11560,96,FuckPutinBot,2023-02-11 02:18:02+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#UkraineUnderAttack #Ukraine #UkraineRussiaWar #PutinsWar",287,14,0,1
11561,97,FuckPutinBot,2023-02-11 02:17:02+00:00,0,The Fuck Putin Bot,"Pojeb sa, Putin, Putin!
(Slovak)

#UkraineRussiaWar #UkraineUnderAttack #RussianWarCrimes #StopRussianAggression",287,14,0,1
11563,99,VladimrB3,2023-02-11 02:16:47+00:00,0,Twitter Web App,"RT @PStyle0ne1: ‼️👇grenades are dropped on the Russian trench, but a Ruasian soldier decides to finish off his own comrades (0:44)⁉️

#Russ…",43,35,6,1
11566,2,FuckPutinBot,2023-02-11 02:58:03+00:00,0,The Fuck Putin Bot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #IStandWithUkraine #Ukraine #UkraineRussiaWar",287,14,0,1
11568,4,FuckPutinBot,2023-02-11 02:57:02+00:00,0,The Fuck Putin Bot,"Одете себе си, Путин!
(Macedonian)

#UkraineRussiaWar #PutinsWar #Ukraine #RussiaInvadedUkraine",287,14,0,1
11583,19,FuckPutinBot,2023-02-11 02:53:02+00:00,0,The Fuck Putin Bot,"Gå fuck dig selv, Putin!
(Danish)

#PutinsWar #PutinWarCrimes #RussiaInvadedUkraine #UkraineRussiaWar",287,14,0,1
11593,29,FuckPutinBot,2023-02-11 02:50:03+00:00,0,The Fuck Putin Bot,"לך לזיין את עצמך, פוטין!
(Hebrew)

#RussiaWarCrimes #UkraineRussiaWar #UkraineUnderAttack #StopRussianAggression",287,14,0,1
